investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status,transaction_id
INV002766,2024-07-17,101206,REDEMPTION,191019,Punjab,Chandigarh,T30,26-35,Female,8.7,UPI,Verified,TX_012713
INV004319,2024-07-17,102885,REDEMPTION,64083,Gujarat,Surat,T30,18-25,Male,3.9,Net Banking,Verified,TX_012714
INV003081,2024-07-17,101207,LUMPSUM,440720,Delhi,Gurugram,T30,56+,Female,73.4,UPI,Verified,TX_012715
INV002992,2024-07-17,120842,REDEMPTION,16135,Tamil Nadu,Chennai,T30,26-35,Male,14.6,Net Banking,Pending,TX_012716
INV002241,2024-07-17,119599,LUMPSUM,15512,Punjab,Amritsar,B30,36-45,Female,41.4,Net Banking,Verified,TX_012717
INV000553,2024-07-17,149324,SIP,14289,Rajasthan,Jaipur,T30,36-45,Male,50.4,Cheque,Verified,TX_012718
INV000013,2024-07-17,120503,SIP,42280,Maharashtra,Nashik,B30,18-25,Male,5.2,Mandate,Verified,TX_012719
INV001147,2024-07-17,118633,REDEMPTION,148662,Tamil Nadu,Coimbatore,B30,36-45,Female,14.6,Net Banking,Verified,TX_012720
INV001868,2024-07-17,125497,SIP,7318,Tamil Nadu,Coimbatore,B30,26-35,Male,17.3,UPI,Verified,TX_012721
INV001927,2024-07-17,118633,SIP,11292,Rajasthan,Jaipur,T30,56+,Male,58.7,UPI,Verified,TX_012722
INV000964,2024-07-17,101206,SIP,1137,Haryana,Faridabad,B30,26-35,Male,6.7,Net Banking,Verified,TX_012723
INV003462,2024-07-17,100025,SIP,8513,Rajasthan,Jaipur,T30,26-35,Female,24.3,UPI,Verified,TX_012724
INV002985,2024-07-17,118636,SIP,552,Gujarat,Ahmedabad,T30,36-45,Male,26.4,UPI,Verified,TX_012725
INV004728,2024-07-17,119120,SIP,1924,Maharashtra,Pune,T30,46-55,Female,22.0,Mandate,Verified,TX_012726
INV004744,2024-07-17,120506,SIP,49666,Telangana,Hyderabad,T30,26-35,Female,16.0,Mandate,Verified,TX_012727
INV004850,2024-07-17,120843,REDEMPTION,347229,Madhya Pradesh,Bhopal,B30,56+,Male,34.8,UPI,Verified,TX_012728
INV000637,2024-07-17,119551,SIP,5399,Punjab,Chandigarh,T30,26-35,Male,13.9,Cheque,Verified,TX_012729
INV002490,2024-07-17,102885,SIP,40383,Gujarat,Surat,T30,36-45,Female,28.1,UPI,Verified,TX_012730
INV000531,2024-07-17,120507,LUMPSUM,366575,Delhi,Gurugram,T30,56+,Male,64.9,UPI,Verified,TX_012731
INV000313,2024-07-17,100025,SIP,6386,Tamil Nadu,Chennai,T30,18-25,Female,3.1,Mandate,Pending,TX_012732
INV002213,2024-07-17,119120,REDEMPTION,267446,Maharashtra,Pune,T30,36-45,Female,33.8,Mandate,Verified,TX_012733
INV004028,2024-07-17,119552,LUMPSUM,32543,Rajasthan,Jaipur,T30,18-25,Male,3.3,Mandate,Verified,TX_012734
INV002040,2024-07-17,119120,LUMPSUM,34528,Karnataka,Mysore,B30,36-45,Female,49.1,UPI,Verified,TX_012735
INV001496,2024-07-17,119094,SIP,25639,West Bengal,Kolkata,T30,18-25,Male,4.5,Net Banking,Verified,TX_012736
INV000832,2024-07-18,102887,REDEMPTION,129670,Karnataka,Bangalore,T30,36-45,Male,36.6,UPI,Verified,TX_012737
INV003679,2024-07-18,125497,REDEMPTION,205869,Maharashtra,Mumbai,T30,56+,Male,49.2,Net Banking,Verified,TX_012738
INV002535,2024-07-18,120841,REDEMPTION,13012,Rajasthan,Udaipur,B30,36-45,Male,22.6,Cheque,Verified,TX_012739
INV000983,2024-07-18,101207,SIP,1030,Telangana,Hyderabad,T30,36-45,Male,33.5,UPI,Verified,TX_012740
INV004025,2024-07-18,125497,LUMPSUM,52875,Gujarat,Ahmedabad,T30,56+,Male,18.7,Net Banking,Verified,TX_012741
INV002963,2024-07-18,120503,SIP,4495,Uttar Pradesh,Agra,B30,26-35,Male,24.0,Net Banking,Verified,TX_012742
INV004486,2024-07-18,101207,SIP,983,Uttar Pradesh,Agra,B30,26-35,Male,14.4,Mandate,Verified,TX_012743
INV001826,2024-07-18,100033,LUMPSUM,408506,Punjab,Amritsar,B30,18-25,Male,4.7,UPI,Verified,TX_012744
INV000299,2024-07-18,102887,LUMPSUM,118061,Delhi,Noida,T30,26-35,Male,24.4,Net Banking,Verified,TX_012745
INV000228,2024-07-18,100033,LUMPSUM,263376,Karnataka,Bangalore,T30,26-35,Male,7.2,Cheque,Pending,TX_012746
INV004472,2024-07-18,120842,SIP,586,West Bengal,Kolkata,T30,26-35,Female,19.1,Net Banking,Verified,TX_012747
INV000057,2024-07-18,149322,SIP,20712,Tamil Nadu,Chennai,T30,36-45,Male,59.9,UPI,Verified,TX_012748
INV000966,2024-07-18,102886,LUMPSUM,237918,Telangana,Hyderabad,T30,26-35,Male,22.8,UPI,Verified,TX_012749
INV002843,2024-07-18,120504,SIP,7680,Haryana,Faridabad,B30,26-35,Male,11.8,Cheque,Verified,TX_012750
INV004809,2024-07-18,148568,LUMPSUM,54795,Gujarat,Surat,T30,26-35,Female,15.0,Net Banking,Verified,TX_012751
INV001853,2024-07-18,119092,LUMPSUM,98957,Delhi,Noida,T30,18-25,Male,6.1,UPI,Verified,TX_012752
INV002825,2024-07-18,101208,LUMPSUM,259956,Delhi,New Delhi,T30,36-45,Male,52.4,Cheque,Verified,TX_012753
INV002298,2024-07-18,118636,REDEMPTION,372555,Maharashtra,Nashik,B30,56+,Male,45.3,Mandate,Verified,TX_012754
INV002167,2024-07-18,148568,LUMPSUM,195912,Rajasthan,Jaipur,T30,26-35,Female,8.7,Cheque,Verified,TX_012755
INV000686,2024-07-18,101206,SIP,15336,Madhya Pradesh,Indore,T30,36-45,Male,51.9,UPI,Verified,TX_012756
INV003117,2024-07-18,120842,SIP,27991,Tamil Nadu,Chennai,T30,18-25,Female,6.7,Mandate,Verified,TX_012757
INV000810,2024-07-18,120842,SIP,4031,Rajasthan,Jaipur,T30,26-35,Male,11.2,Net Banking,Verified,TX_012758
INV004939,2024-07-18,119092,SIP,993,Punjab,Amritsar,B30,18-25,Male,4.7,Net Banking,Verified,TX_012759
INV001669,2024-07-18,125497,SIP,12303,West Bengal,Kolkata,T30,26-35,Female,6.3,Cheque,Verified,TX_012760
INV001974,2024-07-18,118633,LUMPSUM,126734,Tamil Nadu,Chennai,T30,56+,Male,64.3,Cheque,Verified,TX_012761
INV001284,2024-07-18,119551,SIP,2809,West Bengal,Kolkata,T30,36-45,Male,49.0,UPI,Verified,TX_012762
INV002360,2024-07-18,119599,SIP,14658,Maharashtra,Mumbai,T30,26-35,Male,11.6,Net Banking,Verified,TX_012763
INV002706,2024-07-18,118635,SIP,22885,Haryana,Faridabad,B30,46-55,Female,22.8,Net Banking,Verified,TX_012764
INV001250,2024-07-18,102885,LUMPSUM,547542,Rajasthan,Udaipur,B30,26-35,Male,25.0,Cheque,Verified,TX_012765
INV003340,2024-07-18,101206,LUMPSUM,297479,Madhya Pradesh,Indore,T30,26-35,Male,22.5,Cheque,Pending,TX_012766
INV002184,2024-07-18,120505,SIP,2533,Uttar Pradesh,Agra,B30,36-45,Female,38.1,Mandate,Verified,TX_012767
INV002973,2024-07-18,125498,SIP,1780,Uttar Pradesh,Kanpur,B30,26-35,Male,16.7,Cheque,Verified,TX_012768
INV004855,2024-07-18,100025,SIP,1710,Madhya Pradesh,Bhopal,B30,36-45,Female,49.4,Mandate,Verified,TX_012769
INV004855,2024-07-18,148567,SIP,562,Madhya Pradesh,Bhopal,B30,36-45,Female,49.4,Net Banking,Verified,TX_012770
INV004339,2024-07-18,119093,SIP,5450,Uttar Pradesh,Lucknow,T30,26-35,Female,7.3,Mandate,Verified,TX_012771
INV003100,2024-07-18,119092,SIP,459,Telangana,Hyderabad,T30,26-35,Male,16.5,Cheque,Verified,TX_012772
INV002687,2024-07-18,148569,REDEMPTION,394157,Delhi,New Delhi,T30,36-45,Male,25.9,Net Banking,Verified,TX_012773
INV002705,2024-07-18,120504,SIP,2374,Uttar Pradesh,Lucknow,T30,46-55,Female,90.6,Net Banking,Verified,TX_012774
INV002969,2024-07-18,120504,REDEMPTION,283832,Karnataka,Bangalore,T30,26-35,Male,15.4,Net Banking,Verified,TX_012775
INV004961,2024-07-18,118635,SIP,11377,West Bengal,Kolkata,T30,36-45,Male,15.0,Net Banking,Verified,TX_012776
INV002929,2024-07-18,119598,LUMPSUM,536605,West Bengal,Kolkata,T30,26-35,Male,13.0,Net Banking,Verified,TX_012777
INV002789,2024-07-18,119095,SIP,556,Madhya Pradesh,Bhopal,B30,26-35,Female,7.8,Net Banking,Verified,TX_012778
INV000242,2024-07-18,149324,SIP,8191,Maharashtra,Nashik,B30,36-45,Male,40.2,Net Banking,Pending,TX_012779
INV002707,2024-07-18,120841,SIP,4300,Maharashtra,Mumbai,T30,26-35,Male,24.7,UPI,Verified,TX_012780
INV003675,2024-07-18,120843,REDEMPTION,237374,West Bengal,Kolkata,T30,56+,Male,63.9,Mandate,Pending,TX_012781
INV001692,2024-07-18,118636,REDEMPTION,386210,Rajasthan,Jaipur,T30,26-35,Male,11.7,Net Banking,Verified,TX_012782
INV003064,2024-07-18,101207,SIP,4799,Karnataka,Bangalore,T30,26-35,Male,6.5,UPI,Verified,TX_012783
INV001288,2024-07-18,118632,SIP,20009,Telangana,Hyderabad,T30,26-35,Male,21.8,UPI,Verified,TX_012784
INV002324,2024-07-18,119092,SIP,1633,Karnataka,Bangalore,T30,26-35,Male,16.2,UPI,Verified,TX_012785
INV002225,2024-07-18,148567,SIP,13286,Punjab,Amritsar,B30,46-55,Male,86.2,UPI,Verified,TX_012786
INV001576,2024-07-18,120504,SIP,1080,Delhi,Noida,T30,46-55,Female,46.5,Mandate,Verified,TX_012787
INV000860,2024-07-18,120841,SIP,17973,Madhya Pradesh,Bhopal,B30,36-45,Female,51.8,UPI,Verified,TX_012788
INV002527,2024-07-18,120504,SIP,494,Telangana,Hyderabad,T30,18-25,Male,6.8,Mandate,Verified,TX_012789
INV000330,2024-07-18,101208,SIP,20150,Madhya Pradesh,Bhopal,B30,26-35,Female,11.9,Cheque,Verified,TX_012790
INV000977,2024-07-18,120505,SIP,12558,Karnataka,Mysore,B30,56+,Male,22.5,Mandate,Verified,TX_012791
INV000154,2024-07-19,101208,SIP,2171,Haryana,Faridabad,B30,36-45,Male,51.3,Net Banking,Verified,TX_012792
INV004315,2024-07-19,125497,SIP,21541,Rajasthan,Udaipur,B30,46-55,Female,64.3,Mandate,Verified,TX_012793
INV001514,2024-07-19,120843,SIP,2178,Delhi,Gurugram,T30,46-55,Male,75.8,UPI,Verified,TX_012794
INV000269,2024-07-19,118633,SIP,1775,Punjab,Amritsar,B30,46-55,Male,47.3,UPI,Pending,TX_012795
INV004937,2024-07-19,120841,SIP,4433,Tamil Nadu,Chennai,T30,46-55,Male,96.7,Net Banking,Verified,TX_012796
INV001315,2024-07-19,120843,SIP,13748,Telangana,Hyderabad,T30,46-55,Female,32.9,Cheque,Verified,TX_012797
INV004498,2024-07-19,118634,SIP,8304,Punjab,Chandigarh,T30,26-35,Male,6.7,UPI,Pending,TX_012798
INV002133,2024-07-19,100025,SIP,1037,Rajasthan,Udaipur,B30,26-35,Male,23.0,Net Banking,Verified,TX_012799
INV003834,2024-07-19,118633,SIP,2974,Madhya Pradesh,Bhopal,B30,36-45,Male,25.1,UPI,Verified,TX_012800
INV002633,2024-07-19,119095,LUMPSUM,223550,Karnataka,Bangalore,T30,26-35,Female,8.1,Mandate,Pending,TX_012801
INV000732,2024-07-19,119551,SIP,7118,Haryana,Faridabad,B30,46-55,Female,40.8,Net Banking,Verified,TX_012802
INV001034,2024-07-19,120844,REDEMPTION,280263,Maharashtra,Pune,T30,26-35,Male,20.4,Net Banking,Verified,TX_012803
INV002641,2024-07-19,120843,LUMPSUM,90588,Maharashtra,Nashik,B30,56+,Male,27.1,Mandate,Verified,TX_012804
INV003153,2024-07-19,101208,SIP,4648,Madhya Pradesh,Indore,T30,36-45,Female,20.5,Cheque,Verified,TX_012805
INV001851,2024-07-19,102885,SIP,50165,Gujarat,Ahmedabad,T30,26-35,Male,16.2,Net Banking,Verified,TX_012806
INV000531,2024-07-19,125497,SIP,2137,Delhi,Gurugram,T30,56+,Male,64.9,Net Banking,Verified,TX_012807
INV003885,2024-07-19,118635,SIP,11026,West Bengal,Kolkata,T30,36-45,Male,52.3,Cheque,Verified,TX_012808
INV002137,2024-07-19,120506,REDEMPTION,255600,Tamil Nadu,Coimbatore,B30,36-45,Male,17.6,Net Banking,Pending,TX_012809
INV003943,2024-07-19,119599,SIP,966,Telangana,Hyderabad,T30,46-55,Male,46.2,UPI,Verified,TX_012810
INV000865,2024-07-19,120842,LUMPSUM,183317,Tamil Nadu,Coimbatore,B30,26-35,Male,24.2,Cheque,Verified,TX_012811
INV001852,2024-07-19,119094,SIP,3071,Telangana,Hyderabad,T30,26-35,Male,21.7,Net Banking,Verified,TX_012812
INV003811,2024-07-19,118633,LUMPSUM,456452,Gujarat,Surat,T30,46-55,Female,83.6,Mandate,Verified,TX_012813
INV000037,2024-07-19,118632,LUMPSUM,274884,Rajasthan,Udaipur,B30,26-35,Male,7.5,Cheque,Verified,TX_012814
INV000930,2024-07-19,119599,SIP,14580,Rajasthan,Udaipur,B30,18-25,Female,4.1,UPI,Verified,TX_012815
INV003501,2024-07-19,125498,SIP,7970,Rajasthan,Udaipur,B30,26-35,Female,24.7,Net Banking,Verified,TX_012816
INV003710,2024-07-19,119552,SIP,1000,Rajasthan,Udaipur,B30,26-35,Male,19.6,Net Banking,Verified,TX_012817
INV001644,2024-07-19,102886,SIP,20001,Madhya Pradesh,Bhopal,B30,18-25,Female,6.7,UPI,Verified,TX_012818
INV000161,2024-07-19,101208,SIP,1767,Rajasthan,Jaipur,T30,18-25,Female,6.8,UPI,Verified,TX_012819
INV001745,2024-07-19,120507,SIP,2976,Madhya Pradesh,Indore,T30,18-25,Male,7.3,Mandate,Verified,TX_012820
INV001025,2024-07-19,120504,SIP,14624,Maharashtra,Pune,T30,18-25,Male,5.7,Mandate,Verified,TX_012821
INV000914,2024-07-19,120506,SIP,414,Karnataka,Mysore,B30,18-25,Male,3.8,UPI,Verified,TX_012822
INV000519,2024-07-19,120505,SIP,5028,Haryana,Faridabad,B30,26-35,Female,6.3,Mandate,Verified,TX_012823
INV003744,2024-07-19,120842,SIP,2161,Karnataka,Mysore,B30,18-25,Female,4.1,Mandate,Verified,TX_012824
INV002692,2024-07-19,119599,LUMPSUM,8678,West Bengal,Kolkata,T30,26-35,Male,16.7,Net Banking,Verified,TX_012825
INV003828,2024-07-19,119094,SIP,5805,Karnataka,Bangalore,T30,18-25,Male,7.6,UPI,Verified,TX_012826
INV004784,2024-07-19,118632,SIP,8975,Uttar Pradesh,Lucknow,T30,26-35,Female,15.8,Cheque,Verified,TX_012827
INV003021,2024-07-19,119551,SIP,45127,Telangana,Hyderabad,T30,56+,Female,65.0,UPI,Verified,TX_012828
INV000902,2024-07-19,119094,SIP,4987,Maharashtra,Mumbai,T30,26-35,Female,6.0,Net Banking,Verified,TX_012829
INV003060,2024-07-19,149323,SIP,4002,Rajasthan,Jaipur,T30,56+,Female,16.6,Net Banking,Verified,TX_012830
INV002322,2024-07-19,118632,SIP,5985,Tamil Nadu,Chennai,T30,18-25,Male,3.3,UPI,Verified,TX_012831
INV001706,2024-07-19,119552,REDEMPTION,73797,West Bengal,Kolkata,T30,26-35,Male,14.2,Cheque,Verified,TX_012832
INV003582,2024-07-19,120842,LUMPSUM,109370,Uttar Pradesh,Kanpur,B30,36-45,Male,43.1,Mandate,Verified,TX_012833
INV000288,2024-07-19,120503,SIP,546,Telangana,Hyderabad,T30,26-35,Male,10.1,Net Banking,Verified,TX_012834
INV000138,2024-07-19,119598,SIP,22090,Telangana,Hyderabad,T30,26-35,Male,24.7,Cheque,Verified,TX_012835
INV004866,2024-07-19,119093,REDEMPTION,213587,Madhya Pradesh,Bhopal,B30,36-45,Male,14.6,Mandate,Verified,TX_012836
INV003788,2024-07-19,120507,LUMPSUM,291661,Tamil Nadu,Chennai,T30,18-25,Male,3.1,Cheque,Verified,TX_012837
INV003046,2024-07-19,149323,SIP,3236,West Bengal,Kolkata,T30,36-45,Male,12.4,Cheque,Verified,TX_012838
INV003221,2024-07-19,119551,REDEMPTION,328563,Karnataka,Mysore,B30,26-35,Male,15.8,UPI,Verified,TX_012839
INV001808,2024-07-19,120844,LUMPSUM,193447,Punjab,Chandigarh,T30,26-35,Female,7.0,Mandate,Pending,TX_012840
INV001044,2024-07-19,125497,SIP,50906,Gujarat,Surat,T30,26-35,Male,14.5,Net Banking,Verified,TX_012841
INV002159,2024-07-19,149322,SIP,4083,Haryana,Gurugram,T30,26-35,Male,7.0,Mandate,Verified,TX_012842
INV002935,2024-07-19,119120,SIP,15036,Madhya Pradesh,Indore,T30,18-25,Male,5.6,Cheque,Verified,TX_012843
INV001673,2024-07-19,100025,SIP,25952,West Bengal,Kolkata,T30,26-35,Male,23.0,Cheque,Verified,TX_012844
INV001189,2024-07-19,102886,LUMPSUM,189246,Maharashtra,Nashik,B30,56+,Male,70.1,UPI,Verified,TX_012845
INV003906,2024-07-19,120506,SIP,2265,Haryana,Faridabad,B30,36-45,Male,39.7,Mandate,Verified,TX_012846
INV004868,2024-07-20,118634,REDEMPTION,159931,Karnataka,Bangalore,T30,36-45,Male,49.4,Mandate,Verified,TX_012847
INV004730,2024-07-20,120844,SIP,5982,Maharashtra,Mumbai,T30,36-45,Male,32.6,UPI,Verified,TX_012848
INV001316,2024-07-20,119094,LUMPSUM,350124,Punjab,Chandigarh,T30,18-25,Male,7.3,Net Banking,Verified,TX_012849
INV004903,2024-07-20,102885,SIP,4507,Karnataka,Bangalore,T30,26-35,Male,11.4,UPI,Verified,TX_012850
INV001353,2024-07-20,148567,SIP,6005,Punjab,Amritsar,B30,26-35,Male,6.5,Net Banking,Verified,TX_012851
INV001648,2024-07-20,149323,SIP,2229,Telangana,Hyderabad,T30,46-55,Female,96.8,Cheque,Verified,TX_012852
INV002252,2024-07-20,100025,SIP,2589,Maharashtra,Pune,T30,36-45,Female,46.4,Mandate,Verified,TX_012853
INV002526,2024-07-20,149322,SIP,59337,Madhya Pradesh,Bhopal,B30,18-25,Female,3.5,Cheque,Verified,TX_012854
INV004295,2024-07-20,119552,LUMPSUM,10036,Karnataka,Bangalore,T30,36-45,Male,50.6,Cheque,Verified,TX_012855
INV000654,2024-07-20,101207,REDEMPTION,48895,Rajasthan,Udaipur,B30,18-25,Female,7.9,Cheque,Verified,TX_012856
INV001644,2024-07-20,148568,LUMPSUM,28835,Madhya Pradesh,Bhopal,B30,18-25,Female,6.7,Net Banking,Verified,TX_012857
INV004895,2024-07-20,101207,SIP,829,Delhi,Noida,T30,36-45,Male,43.2,Mandate,Verified,TX_012858
INV002588,2024-07-20,119599,SIP,1995,West Bengal,Kolkata,T30,18-25,Male,5.5,UPI,Verified,TX_012859
INV004899,2024-07-20,149322,SIP,2629,Delhi,New Delhi,T30,36-45,Male,39.4,UPI,Verified,TX_012860
INV001144,2024-07-20,120505,LUMPSUM,52208,Tamil Nadu,Coimbatore,B30,36-45,Male,16.7,UPI,Verified,TX_012861
INV004996,2024-07-20,125498,LUMPSUM,362317,Delhi,New Delhi,T30,46-55,Male,87.8,UPI,Verified,TX_012862
INV004268,2024-07-20,119598,SIP,2001,Delhi,Gurugram,T30,26-35,Female,10.1,Net Banking,Verified,TX_012863
INV000458,2024-07-20,102886,SIP,8690,Rajasthan,Udaipur,B30,56+,Male,18.9,Cheque,Verified,TX_012864
INV001178,2024-07-20,119094,LUMPSUM,233059,West Bengal,Kolkata,T30,26-35,Female,10.3,Net Banking,Verified,TX_012865
INV002211,2024-07-20,101208,SIP,1019,Gujarat,Surat,T30,26-35,Male,11.3,Net Banking,Pending,TX_012866
INV002888,2024-07-20,149322,SIP,16132,Rajasthan,Udaipur,B30,26-35,Male,9.2,UPI,Verified,TX_012867
INV003053,2024-07-20,148569,LUMPSUM,325323,Delhi,Gurugram,T30,46-55,Male,57.4,Cheque,Verified,TX_012868
INV001800,2024-07-20,102886,SIP,22758,Tamil Nadu,Chennai,T30,26-35,Female,12.8,UPI,Verified,TX_012869
INV004116,2024-07-20,102886,SIP,2052,Gujarat,Ahmedabad,T30,36-45,Male,59.4,Net Banking,Verified,TX_012870
INV003222,2024-07-20,100016,SIP,8021,Punjab,Amritsar,B30,56+,Female,11.7,Mandate,Pending,TX_012871
INV000342,2024-07-20,119598,SIP,7174,Gujarat,Surat,T30,36-45,Male,49.6,Mandate,Verified,TX_012872
INV002084,2024-07-20,119094,SIP,2072,Punjab,Chandigarh,T30,18-25,Male,5.4,Mandate,Pending,TX_012873
INV001571,2024-07-20,101206,LUMPSUM,364337,Rajasthan,Udaipur,B30,46-55,Female,52.0,UPI,Verified,TX_012874
INV003463,2024-07-20,149323,REDEMPTION,110346,Uttar Pradesh,Kanpur,B30,26-35,Male,14.1,Net Banking,Verified,TX_012875
INV000496,2024-07-20,148568,SIP,2173,Maharashtra,Mumbai,T30,36-45,Male,14.3,UPI,Verified,TX_012876
INV001841,2024-07-20,148568,REDEMPTION,42027,Madhya Pradesh,Bhopal,B30,36-45,Male,41.3,Net Banking,Pending,TX_012877
INV002064,2024-07-20,118634,REDEMPTION,386680,Uttar Pradesh,Lucknow,T30,18-25,Male,3.5,Net Banking,Verified,TX_012878
INV004258,2024-07-20,102887,SIP,1106,Gujarat,Ahmedabad,T30,36-45,Male,56.6,UPI,Verified,TX_012879
INV003937,2024-07-20,120503,SIP,41113,Maharashtra,Nashik,B30,56+,Male,31.8,Mandate,Verified,TX_012880
INV004210,2024-07-20,120843,SIP,579,Madhya Pradesh,Bhopal,B30,56+,Male,23.9,Mandate,Verified,TX_012881
INV002064,2024-07-20,101207,REDEMPTION,129694,Uttar Pradesh,Lucknow,T30,18-25,Male,3.5,UPI,Verified,TX_012882
INV003262,2024-07-20,118635,SIP,22507,Telangana,Hyderabad,T30,46-55,Male,80.2,Net Banking,Verified,TX_012883
INV000642,2024-07-20,120504,SIP,7772,Gujarat,Surat,T30,26-35,Male,15.6,Mandate,Verified,TX_012884
INV000986,2024-07-20,102887,SIP,24038,Tamil Nadu,Coimbatore,B30,26-35,Male,24.2,Net Banking,Pending,TX_012885
INV004341,2024-07-20,149323,LUMPSUM,36590,Tamil Nadu,Coimbatore,B30,18-25,Male,7.5,UPI,Verified,TX_012886
INV002416,2024-07-20,120506,REDEMPTION,519229,Telangana,Hyderabad,T30,26-35,Female,15.2,Mandate,Verified,TX_012887
INV000709,2024-07-20,119120,SIP,26562,Telangana,Hyderabad,T30,26-35,Female,13.6,Mandate,Verified,TX_012888
INV004688,2024-07-20,119094,SIP,7329,West Bengal,Kolkata,T30,26-35,Male,20.7,Mandate,Verified,TX_012889
INV002039,2024-07-20,101207,LUMPSUM,364865,Madhya Pradesh,Bhopal,B30,46-55,Male,17.3,Cheque,Verified,TX_012890
INV001376,2024-07-20,125498,SIP,28466,Gujarat,Surat,T30,26-35,Male,15.8,Mandate,Verified,TX_012891
INV000899,2024-07-20,119093,REDEMPTION,149030,Tamil Nadu,Chennai,T30,36-45,Male,51.7,Net Banking,Verified,TX_012892
INV001759,2024-07-20,148569,SIP,8574,Haryana,Faridabad,B30,36-45,Female,25.6,Net Banking,Pending,TX_012893
INV004933,2024-07-20,148569,SIP,5885,Karnataka,Bangalore,T30,46-55,Female,65.3,Mandate,Verified,TX_012894
INV000428,2024-07-20,125497,SIP,9960,Delhi,Gurugram,T30,36-45,Male,27.2,Net Banking,Verified,TX_012895
INV003969,2024-07-20,120841,SIP,2019,Karnataka,Bangalore,T30,46-55,Male,76.3,Mandate,Pending,TX_012896
INV000997,2024-07-20,120844,SIP,2077,Rajasthan,Udaipur,B30,26-35,Male,17.8,Mandate,Verified,TX_012897
INV003479,2024-07-20,102886,SIP,1781,West Bengal,Kolkata,T30,36-45,Female,44.7,UPI,Verified,TX_012898
INV001536,2024-07-20,149322,SIP,8201,Karnataka,Mysore,B30,26-35,Male,17.9,Net Banking,Verified,TX_012899
INV002804,2024-07-21,119095,SIP,863,Madhya Pradesh,Indore,T30,36-45,Male,39.9,Cheque,Verified,TX_012900
INV004981,2024-07-21,101207,SIP,3172,Haryana,Faridabad,B30,18-25,Male,3.5,UPI,Verified,TX_012901
INV004115,2024-07-21,148568,SIP,12249,Madhya Pradesh,Indore,T30,56+,Male,69.9,UPI,Verified,TX_012902
INV001895,2024-07-21,118635,LUMPSUM,152833,Gujarat,Ahmedabad,T30,36-45,Male,56.4,Cheque,Verified,TX_012903
INV000453,2024-07-21,100016,SIP,9169,Rajasthan,Udaipur,B30,46-55,Male,40.4,Net Banking,Verified,TX_012904
INV004478,2024-07-21,100016,LUMPSUM,524888,Delhi,New Delhi,T30,26-35,Male,13.8,Net Banking,Verified,TX_012905
INV003423,2024-07-21,119551,LUMPSUM,179442,Delhi,Noida,T30,18-25,Female,3.2,UPI,Verified,TX_012906
INV001868,2024-07-21,148568,SIP,1813,Tamil Nadu,Coimbatore,B30,26-35,Male,17.3,UPI,Verified,TX_012907
INV000874,2024-07-21,120503,SIP,10983,Tamil Nadu,Chennai,T30,56+,Male,19.1,Cheque,Verified,TX_012908
INV002052,2024-07-21,119092,LUMPSUM,348879,Uttar Pradesh,Lucknow,T30,36-45,Male,50.8,Net Banking,Verified,TX_012909
INV003101,2024-07-21,120841,REDEMPTION,416351,Tamil Nadu,Chennai,T30,26-35,Female,24.8,Mandate,Verified,TX_012910
INV004974,2024-07-21,125497,LUMPSUM,159236,Gujarat,Ahmedabad,T30,56+,Female,62.6,Mandate,Verified,TX_012911
INV002737,2024-07-21,102887,REDEMPTION,403463,Gujarat,Ahmedabad,T30,18-25,Female,5.4,Net Banking,Verified,TX_012912
INV000981,2024-07-21,120507,REDEMPTION,63930,West Bengal,Kolkata,T30,36-45,Female,59.7,Net Banking,Verified,TX_012913
INV002943,2024-07-21,101206,SIP,2121,Karnataka,Bangalore,T30,26-35,Female,7.6,UPI,Verified,TX_012914
INV002041,2024-07-21,119599,LUMPSUM,233615,Madhya Pradesh,Indore,T30,26-35,Male,21.9,Net Banking,Verified,TX_012915
INV003810,2024-07-21,118632,LUMPSUM,427728,Maharashtra,Nashik,B30,26-35,Male,24.7,Cheque,Verified,TX_012916
INV000601,2024-07-21,118636,REDEMPTION,265706,Rajasthan,Jaipur,T30,46-55,Male,52.6,Cheque,Verified,TX_012917
INV001041,2024-07-21,118632,SIP,9287,Madhya Pradesh,Bhopal,B30,18-25,Male,5.1,Cheque,Verified,TX_012918
INV000585,2024-07-21,120506,SIP,3405,Telangana,Hyderabad,T30,46-55,Female,47.0,Mandate,Verified,TX_012919
INV004521,2024-07-21,119599,SIP,3208,Gujarat,Ahmedabad,T30,18-25,Male,7.9,UPI,Verified,TX_012920
INV001510,2024-07-21,101207,SIP,51091,Gujarat,Surat,T30,26-35,Male,15.4,Net Banking,Verified,TX_012921
INV001012,2024-07-21,118636,SIP,7968,Karnataka,Mysore,B30,26-35,Female,17.6,UPI,Verified,TX_012922
INV002934,2024-07-21,101207,LUMPSUM,108208,Delhi,Noida,T30,36-45,Male,25.8,Net Banking,Verified,TX_012923
INV004466,2024-07-21,118632,LUMPSUM,355545,Gujarat,Surat,T30,18-25,Female,3.7,Mandate,Verified,TX_012924
INV001439,2024-07-21,118636,REDEMPTION,505563,Karnataka,Bangalore,T30,18-25,Female,5.3,UPI,Verified,TX_012925
INV002428,2024-07-21,120504,SIP,8304,Gujarat,Ahmedabad,T30,56+,Female,38.0,UPI,Verified,TX_012926
